         1517261 function calls (1488817 primitive calls) in 60.247 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\pandas\io\feather_format.py:1(<module>)
        1    0.000    0.000    0.001    0.001 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\_dynamo\cache_size.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\onnx\_internal\diagnostics\_rules.py:314(_POERules)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\pandas\core\computation\scope.py:1(<module>)
       45    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
        1    0.000    0.000    0.001    0.001 C:\Users\ASUS\.conda\envs\env\lib\site-packages\pandas\plotting\_core.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
        1    0.000    0.000    0.011    0.011 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torchvision\models\quantization\__init__.py:1(<module>)
        1    0.000    0.000    0.001    0.001 C:\Users\ASUS\.conda\envs\env\lib\site-packages\pandas\core\indexes\datetimes.py:106(DatetimeIndex)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\pandas\core\reshape\encoding.py:1(<module>)
        1    0.000    0.000    0.001    0.001 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torchvision\models\mobilenetv3.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\pandas\core\arrays\sparse\array.py:287(SparseArray)
       10    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\_library\abstract_impl.py:73(construct_meta_kernel)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torchvision\datasets\caltech.py:1(<module>)
       10    0.000    0.000    0.425    0.043 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\_custom_ops.py:181(impl_abstract)
       14    0.000    0.000    0.001    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\numpy\core\arrayprint.py:410(<lambda>)
      180    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\textwrap.py:474(predicate)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\pandas\errors\__init__.py:1(<module>)
        3    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\google\protobuf\internal\builder.py:48(BuildTopDescriptorsAndMessages)
       68    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\typing.py:903(<genexpr>)
        1    0.000    0.000    0.001    0.001 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torchvision\models\_utils.py:1(<module>)
        1    0.000    0.000    0.003    0.003 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\_functorch\config.py:7(<module>)
        1    0.000    0.000    0.002    0.002 C:\Users\ASUS\.conda\envs\env\lib\site-packages\dateutil\tz\win.py:347(valuestodict)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\google\protobuf\text_encoding.py:27(<listcomp>)
        1    0.000    0.000    0.001    0.001 C:\Users\ASUS\.conda\envs\env\lib\site-packages\pandas\core\interchange\from_dataframe.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\distributed\_tensor\sharding_prop.py:1(<module>)
        2    0.000    0.000    0.043    0.022 C:\Users\ASUS\.conda\envs\env\lib\site-packages\ultralytics\nn\tasks.py:223(_apply)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torchvision\ops\deform_conv.py:1(<module>)
        1    0.000    0.000    0.015    0.015 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torchvision\datasets\fakedata.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\utils\_device.py:1(<module>)
      2/1    0.000    0.000    0.000    0.000 {method 'detach' of 'torch._C.TensorBase' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\pandas\core\missing.py:1(<module>)
        1    0.000    0.000    0.002    0.002 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\onnx\_internal\jit_utils.py:1(<module>)
       14    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\nn\modules\container.py:20(_addindent)
        1    0.000    0.000    0.001    0.001 C:\Users\ASUS\.conda\envs\env\lib\site-packages\dateutil\tz\win.py:57(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\pandas\core\arrays\period.py:121(PeriodArray)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\pandas\io\json\_table_schema.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\pandas\io\parsers\c_parser_wrapper.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torchvision\models\detection\transform.py:86(GeneralizedRCNNTransform)
        1    0.000    0.000    0.001    0.001 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torchvision\models\quantization\mobilenetv2.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torchvision\models\quantization\mobilenetv3.py:1(<module>)
       34    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\_ops.py:772(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\pandas\core\tools\numeric.py:1(<module>)
        1    0.000    0.000    0.004    0.004 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\_numpy\_ndarray.py:3(<module>)
        1    0.000    0.000    0.001    0.001 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torchvision\datasets\_stereo_matching.py:1(<module>)
        2    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\pytz\lazy.py:139(__new__)
       64    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\pandas\core\ops\common.py:37(wrapper)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\_dynamo\variables\lazy.py:99(_populate)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torchvision\datasets\mnist.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\onnx\symbolic_opset14.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\onnx\_internal\diagnostics\infra\utils.py:1(<module>)
        1    0.000    0.000    0.001    0.001 C:\Users\ASUS\.conda\envs\env\lib\site-packages\google\protobuf\internal\well_known_types.py:8(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torchvision\models\regnet.py:637(RegNet_Y_16GF_Weights)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\google\protobuf\text_encoding.py:20(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\_functorch\_aot_autograd\subclass_utils.py:1(<module>)
       13    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\numpy\core\numeric.py:274(full)
       51    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\traceback.py:243(__init__)
        1    0.000    0.000    0.001    0.001 C:\Users\ASUS\.conda\envs\env\lib\site-packages\pandas\core\window\rolling.py:884(Window)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\_functorch\_aot_autograd\input_output_analysis.py:1(<module>)
        1    0.000    0.000    0.001    0.001 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\onnx\_internal\registration.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\_numpy\_reductions_impl.py:3(<module>)
        1    0.000    0.000    0.003    0.003 C:\Users\ASUS\.conda\envs\env\lib\site-packages\google\protobuf\internal\api_implementation.py:8(<module>)
      114    0.000    0.000    0.000    0.000 {built-in method torch._C._has_torch_function_variadic}
       41    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\_dynamo\trace_rules.py:3119(_strip_init_py)
       14    0.000    0.000    0.010    0.001 C:\Users\ASUS\.conda\envs\env\lib\site-packages\numpy\core\arrayprint.py:780(_formatArray)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torchvision\datasets\mnist.py:259(EMNIST)
       13    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\onnx\_internal\diagnostics\infra\_infra.py:74(from_sarif)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torchvision\datasets\video_utils.py:1(<module>)
       17    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
       63    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\inspect.py:936(tokeneater)
      113    0.000    0.000    0.000    0.000 {built-in method _struct.unpack}
        3    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\google\protobuf\internal\builder.py:26(BuildMessageAndEnumDescriptors)
       69    0.000    0.000    0.000    0.000 {method 'items' of 'google._upb._message._ByNameMap' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\pandas\core\internals\concat.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\_dynamo\comptime.py:8(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\_dynamo\side_effects.py:1(<module>)
        1    0.000    0.000    0.001    0.001 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\cuda\__init__.py:157(_check_capability)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\pandas\core\internals\managers.py:2189(_form_blocks)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\_functorch\compile_utils.py:4(<module>)
       44    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\nested\_internal\ops.py:170(register_func)
        1    0.000    0.000    0.084    0.084 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\onnx\_internal\diagnostics\infra\formatter.py:1(<module>)
        1    0.000    0.000    0.001    0.001 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torchvision\models\detection\_utils.py:1(<module>)
        1    0.000    0.000    0.001    0.001 C:\Users\ASUS\.conda\envs\env\lib\site-packages\pandas\core\window\ewm.py:133(ExponentialMovingWindow)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\_prims\context.py:1(<module>)
        1    0.000    0.000    0.001    0.001 C:\Users\ASUS\.conda\envs\env\lib\site-packages\google\protobuf\text_encoding.py:8(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\onnx\symbolic_opset7.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\onnx\_internal\io_adapter.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\_dynamo\backends\registry.py:3(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\_dynamo\variables\constant.py:3(<module>)
        1    0.000    0.000    0.001    0.001 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\_dynamo\output_graph.py:117(OutputGraphState)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\enum.py:475(_create_)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\pandas\core\arrays\integer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\pandas\core\reshape\tile.py:1(<module>)
        2    0.000    0.000    0.005    0.002 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\_dynamo\decorators.py:172(_apply_func_to_inner_tensors_of_same_dim)
        1    0.000    0.000    0.001    0.001 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\distributed\_tensor\redistribute.py:2(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torchvision\models\detection\transform.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\pandas\io\formats\format.py:415(DataFrameFormatter)
       17    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\_ops.py:292(py_impl)
        1    0.000    0.000    0.005    0.005 C:\Users\ASUS\.conda\envs\env\lib\site-packages\pandas\core\arrays\numpy_.py:1(<module>)
        1    0.000    0.000    0.007    0.007 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torchvision\datasets\flickr.py:1(<module>)
       76    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\typing.py:946(_value_and_type_iter)
        5    0.000    0.000    0.000    0.000 {built-in method torch._C._cuda_getDeviceCount}
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\pandas\core\indexes\datetimelike.py:87(DatetimeIndexOpsMixin)
       28    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\distributed\_tensor\_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torchvision\models\mobilenetv2.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\pandas\core\indexes\timedeltas.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\pandas\io\parsers\python_parser.py:1(<module>)
        1    0.000    0.000    0.001    0.001 C:\Users\ASUS\.conda\envs\env\lib\site-packages\pandas\core\strings\object_array.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\pandas\core\indexing.py:1564(_iLocIndexer)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\_dynamo\variables\builtin.py:99(BuiltinVariable)
        2    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\fx\experimental\sym_node.py:1253(binary_magic_impl)
       47    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\typing.py:993(<genexpr>)
      162    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
        1    0.000    0.000    0.001    0.001 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\onnx\_internal\_beartype.py:1(<module>)
       14    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\ultralytics\cfg\__init__.py:321(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\pandas\_testing\contexts.py:1(<module>)
        1    0.000    0.000    0.001    0.001 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torchvision\transforms\autoaugment.py:1(<module>)
       17    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\_logging\_internal.py:536(configure_artifact_log)
        1    0.000    0.000    0.020    0.020 C:\Users\ASUS\.conda\envs\env\lib\site-packages\ultralytics\engine\predictor.py:80(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\pandas\core\ops\docstrings.py:1(<module>)
       14    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\pathlib.py:46(_ignore_error)
        1    0.000    0.000    1.418    1.418 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torchvision\__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\_functorch\_aot_autograd\logging_utils.py:1(<module>)
      114    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\abc.py:7(abstractmethod)
       13    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\pandas\core\computation\expr.py:188(_filter_nodes)
        1    0.000    0.000    0.001    0.001 C:\Users\ASUS\.conda\envs\env\lib\site-packages\pandas\io\parsers\arrow_parser_wrapper.py:1(<module>)
